objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll001,MemoryProject08Edjop.mp4,,,Memory Project 08: Edjop (1986),CAP; Jopson Family,2021-12-12,Livestreaming of the documentary titled Edjop made in 1986 by Alternative Horizons and produced by the Edgar Jopson Foundation; the screening was followed by a talkback with the Jopson Family,Edgar Jopson; Martial Law; Marcos dictatorship,,,,Facebook Live recording,,video,application/mp4,eng,Public domain,https://creativecommons.org/licenses/by-nc-nd/4.0/
